train_id,origin_hub,destination_hub,departure_time,departure_time_fmt,arrival_time,arrival_time_fmt,capacity
X221,1,3,40.0,Day 2 16:00,53.3,Day 3 05:18,600.0
X222,3,1,40.0,Day 2 16:00,53.3,Day 3 05:18,600.0
X223,1,3,41.5,Day 2 17:30,54.8,Day 3 06:48,600.0
X224,3,1,41.5,Day 2 17:30,54.8,Day 3 06:48,600.0
X225,1,3,42.9,Day 2 18:54,56.2,Day 3 08:12,600.0
X226,3,1,42.9,Day 2 18:54,56.2,Day 3 08:12,600.0
X227,1,3,44.4,Day 2 20:24,57.7,Day 3 09:42,600.0
X228,3,1,44.4,Day 2 20:24,57.7,Day 3 09:42,600.0
X229,1,3,45.8,Day 2 21:48,59.1,Day 3 11:06,600.0
X230,3,1,45.8,Day 2 21:48,59.1,Day 3 11:06,600.0
X231,1,3,47.3,Day 2 23:18,60.6,Day 3 12:36,600.0
X232,3,1,47.3,Day 2 23:18,60.6,Day 3 12:36,600.0
X233,1,4,0.7,Day 1 00:42,14.73,Day 1 14:44,600.0
X234,4,1,0.7,Day 1 00:42,14.73,Day 1 14:44,600.0
X235,1,4,2.2,Day 1 02:12,16.23,Day 1 16:14,600.0
X236,4,1,2.2,Day 1 02:12,16.23,Day 1 16:14,600.0
X237,1,4,3.6,Day 1 03:36,17.63,Day 1 17:38,600.0
X238,4,1,3.6,Day 1 03:36,17.63,Day 1 17:38,600.0
X239,1,4,5.1,Day 1 05:06,19.13,Day 1 19:08,600.0
X240,4,1,5.1,Day 1 05:06,19.13,Day 1 19:08,600.0
X241,1,4,6.5,Day 1 06:30,20.53,Day 1 20:32,600.0
X242,4,1,6.5,Day 1 06:30,20.53,Day 1 20:32,600.0
X243,1,4,8.0,Day 1 08:00,22.03,Day 1 22:02,600.0
X244,4,1,8.0,Day 1 08:00,22.03,Day 1 22:02,600.0
X245,1,4,9.5,Day 1 09:30,23.53,Day 1 23:32,600.0
X246,4,1,9.5,Day 1 09:30,23.53,Day 1 23:32,600.0
X247,1,4,10.9,Day 1 10:54,24.93,Day 2 00:56,600.0
X248,4,1,10.9,Day 1 10:54,24.93,Day 2 00:56,600.0
X249,1,4,12.4,Day 1 12:24,26.43,Day 2 02:26,600.0
X250,4,1,12.4,Day 1 12:24,26.43,Day 2 02:26,600.0
X251,1,4,13.8,Day 1 13:48,27.83,Day 2 03:50,600.0
X252,4,1,13.8,Day 1 13:48,27.83,Day 2 03:50,600.0
X253,1,4,15.3,Day 1 15:18,29.33,Day 2 05:20,600.0
X254,4,1,15.3,Day 1 15:18,29.33,Day 2 05:20,600.0
X255,1,4,16.7,Day 1 16:42,30.73,Day 2 06:44,600.0
X256,4,1,16.7,Day 1 16:42,30.73,Day 2 06:44,600.0
X257,1,4,18.2,Day 1 18:12,32.23,Day 2 08:14,600.0
X258,4,1,18.2,Day 1 18:12,32.23,Day 2 08:14,600.0
X259,1,4,19.6,Day 1 19:36,33.63,Day 2 09:38,600.0
X260,4,1,19.6,Day 1 19:36,33.63,Day 2 09:38,600.0
X261,1,4,21.1,Day 1 21:06,35.13,Day 2 11:08,600.0
X262,4,1,21.1,Day 1 21:06,35.13,Day 2 11:08,600.0
X263,1,4,22.5,Day 1 22:30,36.53,Day 2 12:32,600.0
X264,4,1,22.5,Day 1 22:30,36.53,Day 2 12:32,600.0
X265,1,4,24.0,Day 2 00:00,38.03,Day 2 14:02,600.0
X266,4,1,24.0,Day 2 00:00,38.03,Day 2 14:02,600.0
X267,1,4,25.5,Day 2 01:30,39.53,Day 2 15:32,600.0
X268,4,1,25.5,Day 2 01:30,39.53,Day 2 15:32,600.0
X269,1,4,26.9,Day 2 02:54,40.93,Day 2 16:56,600.0
X270,4,1,26.9,Day 2 02:54,40.93,Day 2 16:56,600.0
X271,1,4,28.4,Day 2 04:24,42.43,Day 2 18:26,600.0
X272,4,1,28.4,Day 2 04:24,42.43,Day 2 18:26,600.0
X273,1,4,29.8,Day 2 05:48,43.83,Day 2 19:50,600.0
X274,4,1,29.8,Day 2 05:48,43.83,Day 2 19:50,600.0
X275,1,4,31.3,Day 2 07:18,45.33,Day 2 21:20,600.0
X276,4,1,31.3,Day 2 07:18,45.33,Day 2 21:20,600.0
X277,1,4,32.7,Day 2 08:42,46.73,Day 2 22:44,600.0
X278,4,1,32.7,Day 2 08:42,46.73,Day 2 22:44,600.0
X279,1,4,34.2,Day 2 10:12,48.23,Day 3 00:14,600.0
X280,4,1,34.2,Day 2 10:12,48.23,Day 3 00:14,600.0
X281,1,4,35.6,Day 2 11:36,49.63,Day 3 01:38,600.0
X282,4,1,35.6,Day 2 11:36,49.63,Day 3 01:38,600.0
X283,1,4,37.1,Day 2 13:06,51.13,Day 3 03:08,600.0
X284,4,1,37.1,Day 2 13:06,51.13,Day 3 03:08,600.0
X285,1,4,38.5,Day 2 14:30,52.53,Day 3 04:32,600.0
X286,4,1,38.5,Day 2 14:30,52.53,Day 3 04:32,600.0
X287,1,4,40.0,Day 2 16:00,54.03,Day 3 06:02,600.0
X288,4,1,40.0,Day 2 16:00,54.03,Day 3 06:02,600.0
X289,1,4,41.5,Day 2 17:30,55.53,Day 3 07:32,600.0
X290,4,1,41.5,Day 2 17:30,55.53,Day 3 07:32,600.0
X291,1,4,42.9,Day 2 18:54,56.93,Day 3 08:56,600.0
X292,4,1,42.9,Day 2 18:54,56.93,Day 3 08:56,600.0
X293,1,4,44.4,Day 2 20:24,58.43,Day 3 10:26,600.0
X294,4,1,44.4,Day 2 20:24,58.43,Day 3 10:26,600.0
X295,1,4,45.8,Day 2 21:48,59.83,Day 3 11:50,600.0
X296,4,1,45.8,Day 2 21:48,59.83,Day 3 11:50,600.0
X297,1,4,47.3,Day 2 23:18,61.33,Day 3 13:20,600.0
X298,4,1,47.3,Day 2 23:18,61.33,Day 3 13:20,600.0
X299,1,5,0.7,Day 1 00:42,11.54,Day 1 11:32,600.0
X300,5,1,0.7,Day 1 00:42,11.54,Day 1 11:32,600.0
X301,1,5,2.2,Day 1 02:12,13.04,Day 1 13:02,600.0
X302,5,1,2.2,Day 1 02:12,13.04,Day 1 13:02,600.0
X303,1,5,3.6,Day 1 03:36,14.44,Day 1 14:26,600.0
X304,5,1,3.6,Day 1 03:36,14.44,Day 1 14:26,600.0
X305,1,5,5.1,Day 1 05:06,15.94,Day 1 15:56,600.0
X306,5,1,5.1,Day 1 05:06,15.94,Day 1 15:56,600.0
X307,1,5,6.5,Day 1 06:30,17.34,Day 1 17:20,600.0
X308,5,1,6.5,Day 1 06:30,17.34,Day 1 17:20,600.0
X309,1,5,8.0,Day 1 08:00,18.84,Day 1 18:50,600.0
X310,5,1,8.0,Day 1 08:00,18.84,Day 1 18:50,600.0
X311,1,5,9.5,Day 1 09:30,20.34,Day 1 20:20,600.0
X312,5,1,9.5,Day 1 09:30,20.34,Day 1 20:20,600.0
X313,1,5,10.9,Day 1 10:54,21.74,Day 1 21:44,600.0
X314,5,1,10.9,Day 1 10:54,21.74,Day 1 21:44,600.0
X315,1,5,12.4,Day 1 12:24,23.24,Day 1 23:14,600.0
X316,5,1,12.4,Day 1 12:24,23.24,Day 1 23:14,600.0
X317,1,5,13.8,Day 1 13:48,24.64,Day 2 00:38,600.0
X318,5,1,13.8,Day 1 13:48,24.64,Day 2 00:38,600.0
X319,1,5,15.3,Day 1 15:18,26.14,Day 2 02:08,600.0
X320,5,1,15.3,Day 1 15:18,26.14,Day 2 02:08,600.0
X321,1,5,16.7,Day 1 16:42,27.54,Day 2 03:32,600.0
X322,5,1,16.7,Day 1 16:42,27.54,Day 2 03:32,600.0
X323,1,5,18.2,Day 1 18:12,29.04,Day 2 05:02,600.0
X324,5,1,18.2,Day 1 18:12,29.04,Day 2 05:02,600.0
X325,1,5,19.6,Day 1 19:36,30.44,Day 2 06:26,600.0
X326,5,1,19.6,Day 1 19:36,30.44,Day 2 06:26,600.0
X327,1,5,21.1,Day 1 21:06,31.94,Day 2 07:56,600.0
X328,5,1,21.1,Day 1 21:06,31.94,Day 2 07:56,600.0
X329,1,5,22.5,Day 1 22:30,33.34,Day 2 09:20,600.0
X330,5,1,22.5,Day 1 22:30,33.34,Day 2 09:20,600.0
X331,1,5,24.0,Day 2 00:00,34.84,Day 2 10:50,600.0
X332,5,1,24.0,Day 2 00:00,34.84,Day 2 10:50,600.0
X333,1,5,25.5,Day 2 01:30,36.34,Day 2 12:20,600.0
X334,5,1,25.5,Day 2 01:30,36.34,Day 2 12:20,600.0
X335,1,5,26.9,Day 2 02:54,37.74,Day 2 13:44,600.0
X336,5,1,26.9,Day 2 02:54,37.74,Day 2 13:44,600.0
X337,1,5,28.4,Day 2 04:24,39.24,Day 2 15:14,600.0
X338,5,1,28.4,Day 2 04:24,39.24,Day 2 15:14,600.0
X339,1,5,29.8,Day 2 05:48,40.64,Day 2 16:38,600.0
X340,5,1,29.8,Day 2 05:48,40.64,Day 2 16:38,600.0
X341,1,5,31.3,Day 2 07:18,42.14,Day 2 18:08,600.0
X342,5,1,31.3,Day 2 07:18,42.14,Day 2 18:08,600.0
X343,1,5,32.7,Day 2 08:42,43.54,Day 2 19:32,600.0
X344,5,1,32.7,Day 2 08:42,43.54,Day 2 19:32,600.0
X345,1,5,34.2,Day 2 10:12,45.04,Day 2 21:02,600.0
X346,5,1,34.2,Day 2 10:12,45.04,Day 2 21:02,600.0
X347,1,5,35.6,Day 2 11:36,46.44,Day 2 22:26,600.0
X348,5,1,35.6,Day 2 11:36,46.44,Day 2 22:26,600.0
X349,1,5,37.1,Day 2 13:06,47.94,Day 2 23:56,600.0
X350,5,1,37.1,Day 2 13:06,47.94,Day 2 23:56,600.0
X351,1,5,38.5,Day 2 14:30,49.34,Day 3 01:20,600.0
X352,5,1,38.5,Day 2 14:30,49.34,Day 3 01:20,600.0
X353,1,5,40.0,Day 2 16:00,50.84,Day 3 02:50,600.0
X354,5,1,40.0,Day 2 16:00,50.84,Day 3 02:50,600.0
X355,1,5,41.5,Day 2 17:30,52.34,Day 3 04:20,600.0
X356,5,1,41.5,Day 2 17:30,52.34,Day 3 04:20,600.0
X357,1,5,42.9,Day 2 18:54,53.74,Day 3 05:44,600.0
X358,5,1,42.9,Day 2 18:54,53.74,Day 3 05:44,600.0
X359,1,5,44.4,Day 2 20:24,55.24,Day 3 07:14,600.0
X360,5,1,44.4,Day 2 20:24,55.24,Day 3 07:14,600.0
X361,1,5,45.8,Day 2 21:48,56.64,Day 3 08:38,600.0
X362,5,1,45.8,Day 2 21:48,56.64,Day 3 08:38,600.0
X363,1,5,47.3,Day 2 23:18,58.14,Day 3 10:08,600.0
X364,5,1,47.3,Day 2 23:18,58.14,Day 3 10:08,600.0
X365,1,6,0.7,Day 1 00:42,16.96,Day 1 16:58,600.0
X366,6,1,0.7,Day 1 00:42,16.96,Day 1 16:58,600.0
X367,1,6,2.2,Day 1 02:12,18.46,Day 1 18:28,600.0
X368,6,1,2.2,Day 1 02:12,18.46,Day 1 18:28,600.0
X369,1,6,3.6,Day 1 03:36,19.86,Day 1 19:52,600.0
X370,6,1,3.6,Day 1 03:36,19.86,Day 1 19:52,600.0
X371,1,6,5.1,Day 1 05:06,21.36,Day 1 21:22,600.0
X372,6,1,5.1,Day 1 05:06,21.36,Day 1 21:22,600.0
X373,1,6,6.5,Day 1 06:30,22.76,Day 1 22:46,600.0
X374,6,1,6.5,Day 1 06:30,22.76,Day 1 22:46,600.0
X375,1,6,8.0,Day 1 08:00,24.26,Day 2 00:16,600.0
X376,6,1,8.0,Day 1 08:00,24.26,Day 2 00:16,600.0
X377,1,6,9.5,Day 1 09:30,25.76,Day 2 01:46,600.0
X378,6,1,9.5,Day 1 09:30,25.76,Day 2 01:46,600.0
X379,1,6,10.9,Day 1 10:54,27.16,Day 2 03:10,600.0
X380,6,1,10.9,Day 1 10:54,27.16,Day 2 03:10,600.0
X381,1,6,12.4,Day 1 12:24,28.66,Day 2 04:40,600.0
X382,6,1,12.4,Day 1 12:24,28.66,Day 2 04:40,600.0
X383,1,6,13.8,Day 1 13:48,30.06,Day 2 06:04,600.0
X384,6,1,13.8,Day 1 13:48,30.06,Day 2 06:04,600.0
X385,1,6,15.3,Day 1 15:18,31.56,Day 2 07:34,600.0
X386,6,1,15.3,Day 1 15:18,31.56,Day 2 07:34,600.0
X387,1,6,16.7,Day 1 16:42,32.96,Day 2 08:58,600.0
X388,6,1,16.7,Day 1 16:42,32.96,Day 2 08:58,600.0
X389,1,6,18.2,Day 1 18:12,34.46,Day 2 10:28,600.0
X390,6,1,18.2,Day 1 18:12,34.46,Day 2 10:28,600.0
X391,1,6,19.6,Day 1 19:36,35.86,Day 2 11:52,600.0
X392,6,1,19.6,Day 1 19:36,35.86,Day 2 11:52,600.0
X393,1,6,21.1,Day 1 21:06,37.36,Day 2 13:22,600.0
X394,6,1,21.1,Day 1 21:06,37.36,Day 2 13:22,600.0
X395,1,6,22.5,Day 1 22:30,38.76,Day 2 14:46,600.0
X396,6,1,22.5,Day 1 22:30,38.76,Day 2 14:46,600.0
X397,1,6,24.0,Day 2 00:00,40.26,Day 2 16:16,600.0
X398,6,1,24.0,Day 2 00:00,40.26,Day 2 16:16,600.0
X399,1,6,25.5,Day 2 01:30,41.76,Day 2 17:46,600.0
X400,6,1,25.5,Day 2 01:30,41.76,Day 2 17:46,600.0
X401,1,6,26.9,Day 2 02:54,43.16,Day 2 19:10,600.0
X402,6,1,26.9,Day 2 02:54,43.16,Day 2 19:10,600.0
X403,1,6,28.4,Day 2 04:24,44.66,Day 2 20:40,600.0
X404,6,1,28.4,Day 2 04:24,44.66,Day 2 20:40,600.0
X405,1,6,29.8,Day 2 05:48,46.06,Day 2 22:04,600.0
X406,6,1,29.8,Day 2 05:48,46.06,Day 2 22:04,600.0
X407,1,6,31.3,Day 2 07:18,47.56,Day 2 23:34,600.0
X408,6,1,31.3,Day 2 07:18,47.56,Day 2 23:34,600.0
X409,1,6,32.7,Day 2 08:42,48.96,Day 3 00:58,600.0
X410,6,1,32.7,Day 2 08:42,48.96,Day 3 00:58,600.0
X411,1,6,34.2,Day 2 10:12,50.46,Day 3 02:28,600.0
X412,6,1,34.2,Day 2 10:12,50.46,Day 3 02:28,600.0
X413,1,6,35.6,Day 2 11:36,51.86,Day 3 03:52,600.0
X414,6,1,35.6,Day 2 11:36,51.86,Day 3 03:52,600.0
X415,1,6,37.1,Day 2 13:06,53.36,Day 3 05:22,600.0
X416,6,1,37.1,Day 2 13:06,53.36,Day 3 05:22,600.0
X417,1,6,38.5,Day 2 14:30,54.76,Day 3 06:46,600.0
X418,6,1,38.5,Day 2 14:30,54.76,Day 3 06:46,600.0
X419,1,6,40.0,Day 2 16:00,56.26,Day 3 08:16,600.0
X420,6,1,40.0,Day 2 16:00,56.26,Day 3 08:16,600.0
X421,1,6,41.5,Day 2 17:30,57.76,Day 3 09:46,600.0
X422,6,1,41.5,Day 2 17:30,57.76,Day 3 09:46,600.0
X423,1,6,42.9,Day 2 18:54,59.16,Day 3 11:10,600.0
X424,6,1,42.9,Day 2 18:54,59.16,Day 3 11:10,600.0
X425,1,6,44.4,Day 2 20:24,60.66,Day 3 12:40,600.0
X426,6,1,44.4,Day 2 20:24,60.66,Day 3 12:40,600.0
X427,1,6,45.8,Day 2 21:48,62.06,Day 3 14:04,600.0
X428,6,1,45.8,Day 2 21:48,62.06,Day 3 14:04,600.0
X429,1,6,47.3,Day 2 23:18,63.56,Day 3 15:34,600.0
X430,6,1,47.3,Day 2 23:18,63.56,Day 3 15:34,600.0
X431,1,7,0.7,Day 1 00:42,9.93,Day 1 09:56,600.0
X432,7,1,0.7,Day 1 00:42,9.93,Day 1 09:56,600.0
X433,1,7,2.2,Day 1 02:12,11.43,Day 1 11:26,600.0
X434,7,1,2.2,Day 1 02:12,11.43,Day 1 11:26,600.0
X435,1,7,3.6,Day 1 03:36,12.83,Day 1 12:50,600.0
X436,7,1,3.6,Day 1 03:36,12.83,Day 1 12:50,600.0
X437,1,7,5.1,Day 1 05:06,14.33,Day 1 14:20,600.0
X438,7,1,5.1,Day 1 05:06,14.33,Day 1 14:20,600.0
X439,1,7,6.5,Day 1 06:30,15.73,Day 1 15:44,600.0
X440,7,1,6.5,Day 1 06:30,15.73,Day 1 15:44,600.0
X441,1,7,8.0,Day 1 08:00,17.23,Day 1 17:14,600.0
X442,7,1,8.0,Day 1 08:00,17.23,Day 1 17:14,600.0
X443,1,7,9.5,Day 1 09:30,18.73,Day 1 18:44,600.0
X444,7,1,9.5,Day 1 09:30,18.73,Day 1 18:44,600.0
X445,1,7,10.9,Day 1 10:54,20.13,Day 1 20:08,600.0
X446,7,1,10.9,Day 1 10:54,20.13,Day 1 20:08,600.0
X447,1,7,12.4,Day 1 12:24,21.63,Day 1 21:38,600.0
X448,7,1,12.4,Day 1 12:24,21.63,Day 1 21:38,600.0
X449,1,7,13.8,Day 1 13:48,23.03,Day 1 23:02,600.0
X450,7,1,13.8,Day 1 13:48,23.03,Day 1 23:02,600.0
X451,1,7,15.3,Day 1 15:18,24.53,Day 2 00:32,600.0
X452,7,1,15.3,Day 1 15:18,24.53,Day 2 00:32,600.0
X453,1,7,16.7,Day 1 16:42,25.93,Day 2 01:56,600.0
X454,7,1,16.7,Day 1 16:42,25.93,Day 2 01:56,600.0
X455,1,7,18.2,Day 1 18:12,27.43,Day 2 03:26,600.0
X456,7,1,18.2,Day 1 18:12,27.43,Day 2 03:26,600.0
X457,1,7,19.6,Day 1 19:36,28.83,Day 2 04:50,600.0
X458,7,1,19.6,Day 1 19:36,28.83,Day 2 04:50,600.0
X459,1,7,21.1,Day 1 21:06,30.33,Day 2 06:20,600.0
X460,7,1,21.1,Day 1 21:06,30.33,Day 2 06:20,600.0
X461,1,7,22.5,Day 1 22:30,31.73,Day 2 07:44,600.0
X462,7,1,22.5,Day 1 22:30,31.73,Day 2 07:44,600.0
X463,1,7,24.0,Day 2 00:00,33.23,Day 2 09:14,600.0
X464,7,1,24.0,Day 2 00:00,33.23,Day 2 09:14,600.0
X465,1,7,25.5,Day 2 01:30,34.73,Day 2 10:44,600.0
X466,7,1,25.5,Day 2 01:30,34.73,Day 2 10:44,600.0
X467,1,7,26.9,Day 2 02:54,36.13,Day 2 12:08,600.0
X468,7,1,26.9,Day 2 02:54,36.13,Day 2 12:08,600.0
X469,1,7,28.4,Day 2 04:24,37.63,Day 2 13:38,600.0
X470,7,1,28.4,Day 2 04:24,37.63,Day 2 13:38,600.0
X471,1,7,29.8,Day 2 05:48,39.03,Day 2 15:02,600.0
X472,7,1,29.8,Day 2 05:48,39.03,Day 2 15:02,600.0
X473,1,7,31.3,Day 2 07:18,40.53,Day 2 16:32,600.0
X474,7,1,31.3,Day 2 07:18,40.53,Day 2 16:32,600.0
X475,1,7,32.7,Day 2 08:42,41.93,Day 2 17:56,600.0
