id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
35,1,19,2,1377.89,15.5,17.22,17.22,22.39,0.00211,53.03,0.0,145.5,600.0,246.63,700.0,1,0.65,Day 1 00:00,Day 7 01:30
36,19,1,2,1377.89,15.5,17.22,17.22,22.39,0.00211,53.03,0.0,145.5,600.0,246.63,700.0,1,0.65,Day 1 00:00,Day 7 01:30
37,1,20,2,669.62,7.53,8.37,8.37,10.88,0.00292,58.37,0.0,145.5,600.0,132.43,700.0,1,0.9,Day 1 00:00,Day 7 01:30
38,20,1,2,669.62,7.53,8.37,8.37,10.88,0.00292,58.37,0.0,145.5,600.0,132.43,700.0,1,0.9,Day 1 00:00,Day 7 01:30
39,1,21,2,727.81,8.19,9.1,9.1,11.83,0.00275,41.55,0.0,145.5,600.0,141.81,700.0,1,2.44,Day 1 00:00,Day 7 01:30
40,21,1,2,727.81,8.19,9.1,9.1,11.83,0.00275,41.55,0.0,145.5,600.0,141.81,700.0,1,2.44,Day 1 00:00,Day 7 01:30
41,1,22,2,548.35,6.17,6.85,6.85,8.91,0.0029,67.11,0.0,145.5,600.0,112.87,700.0,1,0.61,Day 1 00:00,Day 7 01:30
42,22,1,2,548.35,6.17,6.85,6.85,8.91,0.0029,67.11,0.0,145.5,600.0,112.87,700.0,1,0.61,Day 1 00:00,Day 7 01:30
43,1,23,2,1424.05,16.02,17.8,17.8,23.14,0.0014,81.2,0.0,145.5,600.0,254.08,700.0,1,1.81,Day 1 00:00,Day 7 01:30
44,23,1,2,1424.05,16.02,17.8,17.8,23.14,0.0014,81.2,0.0,145.5,600.0,254.08,700.0,1,1.81,Day 1 00:00,Day 7 01:30
45,1,24,2,501.84,5.65,6.27,6.27,8.15,0.00077,40.45,0.0,145.5,600.0,105.37,700.0,1,0.9,Day 1 00:00,Day 7 01:30
46,24,1,2,501.84,5.65,6.27,6.27,8.15,0.00077,40.45,0.0,145.5,600.0,105.37,700.0,1,0.9,Day 1 00:00,Day 7 01:30
47,1,25,2,458.03,5.15,5.73,5.73,7.44,0.00062,96.39,0.0,145.5,600.0,98.31,700.0,1,0.73,Day 1 00:00,Day 7 01:30
48,25,1,2,458.03,5.15,5.73,5.73,7.44,0.00062,96.39,0.0,145.5,600.0,98.31,700.0,1,0.73,Day 1 00:00,Day 7 01:30
49,1,26,2,959.19,10.79,11.99,11.99,15.59,0.0008,45.04,0.0,145.5,600.0,179.12,700.0,1,2.41,Day 1 00:00,Day 7 01:30
50,26,1,2,959.19,10.79,11.99,11.99,15.59,0.0008,45.04,0.0,145.5,600.0,179.12,700.0,1,2.41,Day 1 00:00,Day 7 01:30
51,1,27,2,1431.95,16.11,17.9,17.9,23.27,0.00167,30.39,0.0,145.5,600.0,255.35,700.0,1,3.0,Day 1 00:00,Day 7 01:30
52,27,1,2,1431.95,16.11,17.9,17.9,23.27,0.00167,30.39,0.0,145.5,600.0,255.35,700.0,1,3.0,Day 1 00:00,Day 7 01:30
53,1,28,2,452.55,5.09,5.66,5.66,7.35,0.00147,67.73,0.0,145.5,600.0,97.42,700.0,1,2.73,Day 1 00:00,Day 7 01:30
54,28,1,2,452.55,5.09,5.66,5.66,7.35,0.00147,67.73,0.0,145.5,600.0,97.42,700.0,1,2.73,Day 1 00:00,Day 7 01:30
55,1,29,2,1305.42,14.69,16.32,16.32,21.21,0.00202,57.9,0.0,145.5,600.0,234.95,700.0,1,2.59,Day 1 00:00,Day 7 01:30
56,29,1,2,1305.42,14.69,16.32,16.32,21.21,0.00202,57.9,0.0,145.5,600.0,234.95,700.0,1,2.59,Day 1 00:00,Day 7 01:30
57,1,30,2,1355.96,15.25,16.95,16.95,22.03,0.00268,80.23,0.0,145.5,600.0,243.1,700.0,1,0.74,Day 1 00:00,Day 7 01:30
58,30,1,2,1355.96,15.25,16.95,16.95,22.03,0.00268,80.23,0.0,145.5,600.0,243.1,700.0,1,0.74,Day 1 00:00,Day 7 01:30
59,1,31,2,728.44,8.19,9.11,9.11,11.84,0.00171,65.35,0.0,145.5,600.0,141.91,700.0,1,2.58,Day 1 00:00,Day 7 01:30
60,31,1,2,728.44,8.19,9.11,9.11,11.84,0.00171,65.35,0.0,145.5,600.0,141.91,700.0,1,2.58,Day 1 00:00,Day 7 01:30
61,1,32,2,661.62,7.44,8.27,8.27,10.75,0.00216,56.19,0.0,145.5,600.0,131.14,700.0,1,2.44,Day 1 00:00,Day 7 01:30
62,32,1,2,661.62,7.44,8.27,8.27,10.75,0.00216,56.19,0.0,145.5,600.0,131.14,700.0,1,2.44,Day 1 00:00,Day 7 01:30
63,1,33,2,615.35,6.92,7.69,7.69,10.0,0.00169,37.25,0.0,145.5,600.0,123.68,700.0,1,1.03,Day 1 00:00,Day 7 01:30
64,33,1,2,615.35,6.92,7.69,7.69,10.0,0.00169,37.25,0.0,145.5,600.0,123.68,700.0,1,1.03,Day 1 00:00,Day 7 01:30
65,1,34,2,1428.69,16.07,17.86,17.86,23.22,0.00129,92.51,0.0,145.5,600.0,254.83,700.0,1,1.81,Day 1 00:00,Day 7 01:30
66,34,1,2,1428.69,16.07,17.86,17.86,23.22,0.00129,92.51,0.0,145.5,600.0,254.83,700.0,1,1.81,Day 1 00:00,Day 7 01:30
67,1,35,2,442.94,4.98,5.54,5.54,7.2,0.00248,33.64,0.0,145.5,600.0,95.87,700.0,1,2.57,Day 1 00:00,Day 7 01:30
68,35,1,2,442.94,4.98,5.54,5.54,7.2,0.00248,33.64,0.0,145.5,600.0,95.87,700.0,1,2.57,Day 1 00:00,Day 7 01:30
69,1,36,2,409.68,4.61,5.12,5.12,6.66,0.00219,41.6,0.0,145.5,600.0,90.51,700.0,1,1.36,Day 1 00:00,Day 7 01:30
70,36,1,2,409.68,4.61,5.12,5.12,6.66,0.00219,41.6,0.0,145.5,600.0,90.51,700.0,1,1.36,Day 1 00:00,Day 7 01:30
71,1,37,2,1448.03,16.29,18.1,18.1,23.53,0.00172,76.02,0.0,145.5,600.0,257.94,700.0,1,2.35,Day 1 00:00,Day 7 01:30
72,37,1,2,1448.03,16.29,18.1,18.1,23.53,0.00172,76.02,0.0,145.5,600.0,257.94,700.0,1,2.35,Day 1 00:00,Day 7 01:30
73,1,38,2,520.92,5.86,6.51,6.51,8.46,0.0026,93.97,0.0,145.5,600.0,108.45,700.0,1,0.89,Day 1 00:00,Day 7 01:30
74,38,1,2,520.92,5.86,6.51,6.51,8.46,0.0026,93.97,0.0,145.5,600.0,108.45,700.0,1,0.89,Day 1 00:00,Day 7 01:30
75,1,39,2,1000.86,11.26,12.51,12.51,16.26,0.00121,81.85,0.0,145.5,600.0,185.84,700.0,1,0.57,Day 1 00:00,Day 7 01:30
76,39,1,2,1000.86,11.26,12.51,12.51,16.26,0.00121,81.85,0.0,145.5,600.0,185.84,700.0,1,0.57,Day 1 00:00,Day 7 01:30
77,1,40,2,963.8,10.84,12.05,12.05,15.66,0.00248,81.43,0.0,145.5,600.0,179.86,700.0,1,0.77,Day 1 00:00,Day 7 01:30
78,40,1,2,963.8,10.84,12.05,12.05,15.66,0.00248,81.43,0.0,145.5,600.0,179.86,700.0,1,0.77,Day 1 00:00,Day 7 01:30
79,2,3,2,1316.23,14.81,16.45,16.45,21.39,0.00109,86.55,0.0,145.5,600.0,236.69,700.0,1,1.74,Day 1 00:00,Day 7 01:30
80,3,2,2,1316.23,14.81,16.45,16.45,21.39,0.00109,86.55,0.0,145.5,600.0,236.69,700.0,1,1.74,Day 1 00:00,Day 7 01:30
81,2,4,2,576.91,6.49,7.21,7.21,9.37,0.00234,86.55,0.0,145.5,600.0,117.48,700.0,1,2.25,Day 1 00:00,Day 7 01:30
82,4,2,2,576.91,6.49,7.21,7.21,9.37,0.00234,86.55,0.0,145.5,600.0,117.48,700.0,1,2.25,Day 1 00:00,Day 7 01:30
83,2,5,2,1461.33,16.44,18.27,18.27,23.75,0.00114,46.5,0.0,145.5,600.0,260.09,700.0,1,0.87,Day 1 00:00,Day 7 01:30
84,5,2,2,1461.33,16.44,18.27,18.27,23.75,0.00114,46.5,0.0,145.5,600.0,260.09,700.0,1,0.87,Day 1 00:00,Day 7 01:30
85,2,6,2,993.35,11.18,12.42,12.42,16.14,0.0015,54.97,0.0,145.5,600.0,184.63,700.0,1,1.65,Day 1 00:00,Day 7 01:30
86,6,2,2,993.35,11.18,12.42,12.42,16.14,0.0015,54.97,0.0,145.5,600.0,184.63,700.0,1,1.65,Day 1 00:00,Day 7 01:30
87,2,7,2,702.0,7.9,8.77,8.77,11.41,0.00051,63.02,0.0,145.5,600.0,137.65,700.0,1,1.19,Day 1 00:00,Day 7 01:30
88,7,2,2,702.0,7.9,8.77,8.77,11.41,0.00051,63.02,0.0,145.5,600.0,137.65,700.0,1,1.19,Day 1 00:00,Day 7 01:30
89,2,8,2,894.76,10.07,11.18,11.18,14.54,0.00282,42.53,0.0,145.5,600.0,168.73,700.0,1,2.09,Day 1 00:00,Day 7 01:30
90,8,2,2,894.76,10.07,11.18,11.18,14.54,0.00282,42.53,0.0,145.5,600.0,168.73,700.0,1,2.09,Day 1 00:00,Day 7 01:30
91,2,9,2,1108.86,12.47,13.86,13.86,18.02,0.0012,62.96,0.0,145.5,600.0,203.25,700.0,1,2.92,Day 1 00:00,Day 7 01:30
92,9,2,2,1108.86,12.47,13.86,13.86,18.02,0.0012,62.96,0.0,145.5,600.0,203.25,700.0,1,2.92,Day 1 00:00,Day 7 01:30
93,2,10,2,776.71,8.74,9.71,9.71,12.62,0.00228,88.82,0.0,145.5,600.0,149.69,700.0,1,1.4,Day 1 00:00,Day 7 01:30
94,10,2,2,776.71,8.74,9.71,9.71,12.62,0.00228,88.82,0.0,145.5,600.0,149.69,700.0,1,1.4,Day 1 00:00,Day 7 01:30
95,2,11,2,1488.91,16.75,18.61,18.61,24.19,0.00206,65.07,0.0,145.5,600.0,264.54,700.0,1,2.29,Day 1 00:00,Day 7 01:30
96,11,2,2,1488.91,16.75,18.61,18.61,24.19,0.00206,65.07,0.0,145.5,600.0,264.54,700.0,1,2.29,Day 1 00:00,Day 7 01:30
97,2,12,2,866.21,9.74,10.83,10.83,14.08,0.00228,49.24,0.0,145.5,600.0,164.13,700.0,1,2.82,Day 1 00:00,Day 7 01:30
98,12,2,2,866.21,9.74,10.83,10.83,14.08,0.00228,49.24,0.0,145.5,600.0,164.13,700.0,1,2.82,Day 1 00:00,Day 7 01:30
99,2,13,2,996.16,11.21,12.45,12.45,16.19,0.0011,60.6,0.0,145.5,600.0,185.08,700.0,1,2.74,Day 1 00:00,Day 7 01:30
100,13,2,2,996.16,11.21,12.45,12.45,16.19,0.0011,60.6,0.0,145.5,600.0,185.08,700.0,1,2.74,Day 1 00:00,Day 7 01:30
101,2,14,2,1287.76,14.49,16.1,16.1,20.93,0.00171,54.62,0.0,145.5,600.0,232.1,700.0,1,1.44,Day 1 00:00,Day 7 01:30
102,14,2,2,1287.76,14.49,16.1,16.1,20.93,0.00171,54.62,0.0,145.5,600.0,232.1,700.0,1,1.44,Day 1 00:00,Day 7 01:30
103,2,15,2,1479.31,16.64,18.49,18.49,24.04,0.00078,92.23,0.0,145.5,600.0,262.99,700.0,1,2.64,Day 1 00:00,Day 7 01:30
104,15,2,2,1479.31,16.64,18.49,18.49,24.04,0.00078,92.23,0.0,145.5,600.0,262.99,700.0,1,2.64,Day 1 00:00,Day 7 01:30
105,2,16,2,646.83,7.28,8.09,8.09,10.51,0.00137,69.87,0.0,145.5,600.0,128.75,700.0,1,2.51,Day 1 00:00,Day 7 01:30
106,16,2,2,646.83,7.28,8.09,8.09,10.51,0.00137,69.87,0.0,145.5,600.0,128.75,700.0,1,2.51,Day 1 00:00,Day 7 01:30
107,2,17,2,1445.49,16.26,18.07,18.07,23.49,0.00298,49.69,0.0,145.5,600.0,257.54,700.0,1,0.98,Day 1 00:00,Day 7 01:30
108,17,2,2,1445.49,16.26,18.07,18.07,23.49,0.00298,49.69,0.0,145.5,600.0,257.54,700.0,1,0.98,Day 1 00:00,Day 7 01:30
109,2,18,2,936.5,10.54,11.71,11.71,15.22,0.00189,75.97,0.0,145.5,600.0,175.46,700.0,1,0.77,Day 1 00:00,Day 7 01:30
110,18,2,2,936.5,10.54,11.71,11.71,15.22,0.00189,75.97,0.0,145.5,600.0,175.46,700.0,1,0.77,Day 1 00:00,Day 7 01:30
111,2,19,2,1110.99,12.5,13.89,13.89,18.05,0.0028,94.06,0.0,145.5,600.0,203.6,700.0,1,2.86,Day 1 00:00,Day 7 01:30
112,19,2,2,1110.99,12.5,13.89,13.89,18.05,0.0028,94.06,0.0,145.5,600.0,203.6,700.0,1,2.86,Day 1 00:00,Day 7 01:30
113,2,20,2,1414.57,15.91,17.68,17.68,22.99,0.0029,33.41,0.0,145.5,600.0,252.55,700.0,1,2.79,Day 1 00:00,Day 7 01:30
114,20,2,2,1414.57,15.91,17.68,17.68,22.99,0.0029,33.41,0.0,145.5,600.0,252.55,700.0,1,2.79,Day 1 00:00,Day 7 01:30
115,2,21,2,698.33,7.86,8.73,8.73,11.35,0.0013,62.1,0.0,145.5,600.0,137.06,700.0,1,2.89,Day 1 00:00,Day 7 01:30
116,21,2,2,698.33,7.86,8.73,8.73,11.35,0.0013,62.1,0.0,145.5,600.0,137.06,700.0,1,2.89,Day 1 00:00,Day 7 01:30
117,2,22,2,1065.6,11.99,13.32,13.32,17.32,0.00138,56.19,0.0,145.5,600.0,196.28,700.0,1,2.76,Day 1 00:00,Day 7 01:30
118,22,2,2,1065.6,11.99,13.32,13.32,17.32,0.00138,56.19,0.0,145.5,600.0,196.28,700.0,1,2.76,Day 1 00:00,Day 7 01:30
119,2,23,2,1304.58,14.68,16.31,16.31,21.2,0.00084,47.41,0.0,145.5,600.0,234.81,700.0,1,1.43,Day 1 00:00,Day 7 01:30
120,23,2,2,1304.58,14.68,16.31,16.31,21.2,0.00084,47.41,0.0,145.5,600.0,234.81,700.0,1,1.43,Day 1 00:00,Day 7 01:30
121,2,24,2,638.42,7.18,7.98,7.98,10.37,0.00191,45.65,0.0,145.5,600.0,127.39,700.0,1,1.94,Day 1 00:00,Day 7 01:30
122,24,2,2,638.42,7.18,7.98,7.98,10.37,0.00191,45.65,0.0,145.5,600.0,127.39,700.0,1,1.94,Day 1 00:00,Day 7 01:30
123,2,25,2,1429.63,16.08,17.87,17.87,23.23,0.00262,36.95,0.0,145.5,600.0,254.98,700.0,1,1.02,Day 1 00:00,Day 7 01:30
124,25,2,2,1429.63,16.08,17.87,17.87,23.23,0.00262,36.95,0.0,145.5,600.0,254.98,700.0,1,1.02,Day 1 00:00,Day 7 01:30
125,2,26,2,854.02,9.61,10.68,10.68,13.88,0.00212,57.06,0.0,145.5,600.0,162.16,700.0,1,1.13,Day 1 00:00,Day 7 01:30
126,26,2,2,854.02,9.61,10.68,10.68,13.88,0.00212,57.06,0.0,145.5,600.0,162.16,700.0,1,1.13,Day 1 00:00,Day 7 01:30
127,2,27,2,779.12,8.77,9.74,9.74,12.66,0.00101,90.33,0.0,145.5,600.0,150.08,700.0,1,2.24,Day 1 00:00,Day 7 01:30
128,27,2,2,779.12,8.77,9.74,9.74,12.66,0.00101,90.33,0.0,145.5,600.0,150.08,700.0,1,2.24,Day 1 00:00,Day 7 01:30
129,2,28,2,852.13,9.59,10.65,10.65,13.85,0.00225,66.38,0.0,145.5,600.0,161.86,700.0,1,1.82,Day 1 00:00,Day 7 01:30
130,28,2,2,852.13,9.59,10.65,10.65,13.85,0.00225,66.38,0.0,145.5,600.0,161.86,700.0,1,1.82,Day 1 00:00,Day 7 01:30
131,2,29,2,804.09,9.05,10.05,10.05,13.07,0.00172,98.99,0.0,145.5,600.0,154.11,700.0,1,2.46,Day 1 00:00,Day 7 01:30
132,29,2,2,804.09,9.05,10.05,10.05,13.07,0.00172,98.99,0.0,145.5,600.0,154.11,700.0,1,2.46,Day 1 00:00,Day 7 01:30
133,2,30,2,1310.47,14.74,16.38,16.38,21.3,0.00081,65.3,0.0,145.5,600.0,235.76,700.0,1,1.42,Day 1 00:00,Day 7 01:30
134,30,2,2,1310.47,14.74,16.38,16.38,21.3,0.00081,65.3,0.0,145.5,600.0,235.76,700.0,1,1.42,Day 1 00:00,Day 7 01:30
135,2,31,2,497.8,5.6,6.22,6.22,8.09,0.00149,35.19,0.0,145.5,600.0,104.72,700.0,1,1.09,Day 1 00:00,Day 7 01:30
136,31,2,2,497.8,5.6,6.22,6.22,8.09,0.00149,35.19,0.0,145.5,600.0,104.72,700.0,1,1.09,Day 1 00:00,Day 7 01:30
137,2,32,2,1278.64,14.38,15.98,15.98,20.78,0.00222,78.9,0.0,145.5,600.0,230.63,700.0,1,0.7,Day 1 00:00,Day 7 01:30
138,32,2,2,1278.64,14.38,15.98,15.98,20.78,0.00222,78.9,0.0,145.5,600.0,230.63,700.0,1,0.7,Day 1 00:00,Day 7 01:30
139,2,33,2,580.38,6.53,7.25,7.25,9.43,0.00055,36.83,0.0,145.5,600.0,118.04,700.0,1,0.75,Day 1 00:00,Day 7 01:30
140,33,2,2,580.38,6.53,7.25,7.25,9.43,0.00055,36.83,0.0,145.5,600.0,118.04,700.0,1,0.75,Day 1 00:00,Day 7 01:30
141,2,34,2,1456.16,16.38,18.2,18.2,23.66,0.00273,44.3,0.0,145.5,600.0,259.26,700.0,1,1.13,Day 1 00:00,Day 7 01:30
142,34,2,2,1456.16,16.38,18.2,18.2,23.66,0.00273,44.3,0.0,145.5,600.0,259.26,700.0,1,1.13,Day 1 00:00,Day 7 01:30
143,2,35,2,1456.97,16.39,18.21,18.21,23.68,0.00192,55.8,0.0,145.5,600.0,259.39,700.0,1,1.67,Day 1 00:00,Day 7 01:30
144,35,2,2,1456.97,16.39,18.21,18.21,23.68,0.00192,55.8,0.0,145.5,600.0,259.39,700.0,1,1.67,Day 1 00:00,Day 7 01:30
145,2,36,2,699.43,7.87,8.74,8.74,11.37,0.00196,80.77,0.0,145.5,600.0,137.23,700.0,1,1.79,Day 1 00:00,Day 7 01:30
146,36,2,2,699.43,7.87,8.74,8.74,11.37,0.00196,80.77,0.0,145.5,600.0,137.23,700.0,1,1.79,Day 1 00:00,Day 7 01:30
147,2,37,2,1302.73,14.66,16.28,16.28,21.17,0.00078,72.26,0.0,145.5,600.0,234.52,700.0,1,2.97,Day 1 00:00,Day 7 01:30
148,37,2,2,1302.73,14.66,16.28,16.28,21.17,0.00078,72.26,0.0,145.5,600.0,234.52,700.0,1,2.97,Day 1 00:00,Day 7 01:30
149,2,38,2,563.99,6.34,7.05,7.05,9.16,0.00174,74.11,0.0,145.5,600.0,115.39,700.0,1,1.34,Day 1 00:00,Day 7 01:30
150,38,2,2,563.99,6.34,7.05,7.05,9.16,0.00174,74.11,0.0,145.5,600.0,115.39,700.0,1,1.34,Day 1 00:00,Day 7 01:30
151,2,39,2,1461.08,16.44,18.26,18.26,23.74,0.00171,63.51,0.0,145.5,600.0,260.05,700.0,1,2.76,Day 1 00:00,Day 7 01:30
152,39,2,2,1461.08,16.44,18.26,18.26,23.74,0.00171,63.51,0.0,145.5,600.0,260.05,700.0,1,2.76,Day 1 00:00,Day 7 01:30
153,2,40,2,417.5,4.7,5.22,5.22,6.78,0.00267,39.04,0.0,145.5,600.0,91.77,700.0,1,1.45,Day 1 00:00,Day 7 01:30
154,40,2,2,417.5,4.7,5.22,5.22,6.78,0.00267,39.04,0.0,145.5,600.0,91.77,700.0,1,1.45,Day 1 00:00,Day 7 01:30
155,3,4,2,937.3,10.54,11.72,11.72,15.23,0.00169,32.76,0.0,145.5,600.0,175.59,700.0,1,1.29,Day 1 00:00,Day 7 01:30
156,4,3,2,937.3,10.54,11.72,11.72,15.23,0.00169,32.76,0.0,145.5,600.0,175.59,700.0,1,1.29,Day 1 00:00,Day 7 01:30
157,3,5,2,792.47,8.92,9.91,9.91,12.88,0.00289,94.19,0.0,145.5,600.0,152.24,700.0,1,1.96,Day 1 00:00,Day 7 01:30
158,5,3,2,792.47,8.92,9.91,9.91,12.88,0.00289,94.19,0.0,145.5,600.0,152.24,700.0,1,1.96,Day 1 00:00,Day 7 01:30
159,3,6,2,1426.7,16.05,17.83,17.83,23.18,0.00266,56.3,0.0,145.5,600.0,254.51,700.0,1,0.79,Day 1 00:00,Day 7 01:30
160,6,3,2,1426.7,16.05,17.83,17.83,23.18,0.00266,56.3,0.0,145.5,600.0,254.51,700.0,1,0.79,Day 1 00:00,Day 7 01:30
161,3,7,2,1067.85,12.01,13.35,13.35,17.35,0.00131,30.68,0.0,145.5,600.0,196.64,700.0,1,2.95,Day 1 00:00,Day 7 01:30
162,7,3,2,1067.85,12.01,13.35,13.35,17.35,0.00131,30.68,0.0,145.5,600.0,196.64,700.0,1,2.95,Day 1 00:00,Day 7 01:30
163,3,8,2,1466.2,16.49,18.33,18.33,23.83,0.00184,73.27,0.0,145.5,600.0,260.88,700.0,1,2.17,Day 1 00:00,Day 7 01:30
164,8,3,2,1466.2,16.49,18.33,18.33,23.83,0.00184,73.27,0.0,145.5,600.0,260.88,700.0,1,2.17,Day 1 00:00,Day 7 01:30
165,3,9,2,1419.19,15.97,17.74,17.74,23.06,0.00167,70.8,0.0,145.5,600.0,253.29,700.0,1,1.07,Day 1 00:00,Day 7 01:30
166,9,3,2,1419.19,15.97,17.74,17.74,23.06,0.00167,70.8,0.0,145.5,600.0,253.29,700.0,1,1.07,Day 1 00:00,Day 7 01:30
167,3,10,2,666.64,7.5,8.33,8.33,10.83,0.00181,46.04,0.0,145.5,600.0,131.95,700.0,1,0.58,Day 1 00:00,Day 7 01:30
168,10,3,2,666.64,7.5,8.33,8.33,10.83,0.00181,46.04,0.0,145.5,600.0,131.95,700.0,1,0.58,Day 1 00:00,Day 7 01:30
169,3,11,2,805.25,9.06,10.07,10.07,13.09,0.00237,49.39,0.0,145.5,600.0,154.3,700.0,1,2.66,Day 1 00:00,Day 7 01:30
