==========================================================================================
n_gen  |  n_eval  | n_nds  |     cv_min    |     cv_avg    |      eps      |   indicator  
   114 |    22800 |     61 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   115 |    23000 |     61 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   116 |    23200 |     61 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   117 |    23400 |     61 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   118 |    23600 |     61 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   119 |    23800 |     61 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   120 |    24000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   121 |    24200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   122 |    24400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   123 |    24600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   124 |    24800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   125 |    25000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   126 |    25200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   127 |    25400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   128 |    25600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   129 |    25800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   130 |    26000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   131 |    26200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   132 |    26400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   133 |    26600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   134 |    26800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   135 |    27000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   136 |    27200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   137 |    27400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   138 |    27600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   139 |    27800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   140 |    28000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   141 |    28200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   142 |    28400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   143 |    28600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   144 |    28800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   145 |    29000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   146 |    29200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   147 |    29400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   148 |    29600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   149 |    29800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   150 |    30000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   151 |    30200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   152 |    30400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   153 |    30600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   154 |    30800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   155 |    31000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   156 |    31200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   157 |    31400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   158 |    31600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   159 |    31800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   160 |    32000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   161 |    32200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   162 |    32400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   163 |    32600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   164 |    32800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   165 |    33000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   166 |    33200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   167 |    33400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   168 |    33600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   169 |    33800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   170 |    34000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   171 |    34200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   172 |    34400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   173 |    34600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   174 |    34800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   175 |    35000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   176 |    35200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   177 |    35400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   178 |    35600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   179 |    35800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   180 |    36000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   181 |    36200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   182 |    36400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   183 |    36600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   184 |    36800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   185 |    37000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   186 |    37200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   187 |    37400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   188 |    37600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   189 |    37800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   190 |    38000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   191 |    38200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   192 |    38400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   193 |    38600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   194 |    38800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   195 |    39000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   196 |    39200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   197 |    39400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   198 |    39600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   199 |    39800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   200 |    40000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   201 |    40200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   202 |    40400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   203 |    40600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   204 |    40800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   205 |    41000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   206 |    41200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   207 |    41400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   208 |    41600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   209 |    41800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   210 |    42000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   211 |    42200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   212 |    42400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   213 |    42600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   214 |    42800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   215 |    43000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   216 |    43200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   217 |    43400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   218 |    43600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   219 |    43800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   220 |    44000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   221 |    44200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   222 |    44400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   223 |    44600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   224 |    44800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   225 |    45000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   226 |    45200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   227 |    45400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   228 |    45600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   229 |    45800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   230 |    46000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   231 |    46200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   232 |    46400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   233 |    46600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   234 |    46800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   235 |    47000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   236 |    47200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   237 |    47400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   238 |    47600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   239 |    47800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   240 |    48000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   241 |    48200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   242 |    48400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   243 |    48600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   244 |    48800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   245 |    49000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   246 |    49200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   247 |    49400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   248 |    49600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   249 |    49800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   250 |    50000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   251 |    50200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   252 |    50400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   253 |    50600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   254 |    50800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   255 |    51000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   256 |    51200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   257 |    51400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   258 |    51600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   259 |    51800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   260 |    52000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   261 |    52200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   262 |    52400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   263 |    52600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   264 |    52800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   265 |    53000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   266 |    53200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   267 |    53400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   268 |    53600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   269 |    53800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   270 |    54000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   271 |    54200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   272 |    54400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   273 |    54600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   274 |    54800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   275 |    55000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   276 |    55200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   277 |    55400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   278 |    55600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   279 |    55800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   280 |    56000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   281 |    56200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   282 |    56400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   283 |    56600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   284 |    56800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   285 |    57000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   286 |    57200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   287 |    57400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   288 |    57600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   289 |    57800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   290 |    58000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   291 |    58200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   292 |    58400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   293 |    58600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   294 |    58800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   295 |    59000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   296 |    59200 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   297 |    59400 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   298 |    59600 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   299 |    59800 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
   300 |    60000 |     62 |  0.000000E+00 |  0.000000E+00 |  0.0010955739 |             f
