==========================================================================================
n_gen  |  n_eval  | n_nds  |     cv_min    |     cv_avg    |      eps      |   indicator  
    26 |     5200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    27 |     5400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    28 |     5600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    29 |     5800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    30 |     6000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    31 |     6200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    32 |     6400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    33 |     6600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    34 |     6800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    35 |     7000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    36 |     7200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    37 |     7400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    38 |     7600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    39 |     7800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    40 |     8000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    41 |     8200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    42 |     8400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    43 |     8600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    44 |     8800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    45 |     9000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    46 |     9200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    47 |     9400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    48 |     9600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    49 |     9800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    50 |    10000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    51 |    10200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    52 |    10400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    53 |    10600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    54 |    10800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    55 |    11000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    56 |    11200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    57 |    11400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    58 |    11600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    59 |    11800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    60 |    12000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    61 |    12200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    62 |    12400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    63 |    12600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    64 |    12800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    65 |    13000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    66 |    13200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    67 |    13400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    68 |    13600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    69 |    13800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    70 |    14000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    71 |    14200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    72 |    14400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    73 |    14600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    74 |    14800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    75 |    15000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    76 |    15200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    77 |    15400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    78 |    15600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    79 |    15800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    80 |    16000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    81 |    16200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    82 |    16400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    83 |    16600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    84 |    16800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    85 |    17000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    86 |    17200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    87 |    17400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    88 |    17600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    89 |    17800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    90 |    18000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    91 |    18200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    92 |    18400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    93 |    18600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    94 |    18800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    95 |    19000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    96 |    19200 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    97 |    19400 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    98 |    19600 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
    99 |    19800 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
   100 |    20000 |     27 |  0.000000E+00 |  0.000000E+00 |  0.0011162688 |             f
