==========================================================================================
n_gen  |  n_eval  | n_nds  |     cv_min    |     cv_avg    |      eps      |   indicator  
    60 |     8940 |     63 |  0.000000E+00 |  0.000000E+00 |  0.0014672610 |             f
    61 |     9089 |     63 |  0.000000E+00 |  0.000000E+00 |  0.0014672610 |             f
    62 |     9238 |     64 |  0.000000E+00 |  0.000000E+00 |  0.0014443350 |             f
    63 |     9387 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    64 |     9536 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    65 |     9685 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    66 |     9834 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    67 |     9983 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    68 |    10132 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    69 |    10281 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    70 |    10430 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    71 |    10579 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    72 |    10728 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    73 |    10877 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    74 |    11026 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    75 |    11175 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    76 |    11324 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    77 |    11473 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    78 |    11622 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    79 |    11771 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    80 |    11920 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    81 |    12069 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    82 |    12218 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    83 |    12367 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    84 |    12516 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    85 |    12665 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    86 |    12814 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    87 |    12963 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    88 |    13112 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    89 |    13261 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    90 |    13410 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    91 |    13559 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    92 |    13708 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    93 |    13857 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    94 |    14006 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    95 |    14155 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    96 |    14304 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    97 |    14453 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    98 |    14602 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
    99 |    14751 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
   100 |    14900 |     65 |  0.000000E+00 |  0.000000E+00 |  0.0014221145 |             f
